TOKEN_ID,TOKEN_NAME,IMAGE,TOKEN_URI,DNA,Hair,Clothing,Jewelry,Mouth,Type,Type,Eye Color,Facial Feature,Eyewear,Accessories,Back,Helmet
13020,CloneX #13020,https://clonex-assets.rtfkt.com/images/13020.png,https://clonex-assets.rtfkt.com/13020,Human,BLCK Curtains,LIME GANG,,SFTY Mask,,,BLU,,,,,
13022,CloneX #13022,https://clonex-assets.rtfkt.com/images/13022.png,https://clonex-assets.rtfkt.com/13022,Human,BLU Shape Up,BLCK TCTL Vest,RNBW CBLE,,,,CLSD GRN,,,,,
13021,CloneX #13021,https://clonex-assets.rtfkt.com/images/13021.png,https://clonex-assets.rtfkt.com/13021,Angel,Cowgirl,HVY MTL HOODIE,GLD CBLE,,,,,,,,,
13019,CloneX #13019,https://clonex-assets.rtfkt.com/images/13019.png,https://clonex-assets.rtfkt.com/13019,Human,BLCK KO2 Tiara,GM HOODIE,GLD Two Piece,Ghost,MURAKAMI DRIP,MURAKAMI DRIP,YLLW Breezy,HRUS 333 TAT,,,,
13017,CloneX #13017,https://clonex-assets.rtfkt.com/images/13017.png,https://clonex-assets.rtfkt.com/13017,Human,Fro,PURP CAMO PFA JCKT,,Angry,,,BLU,,,,Sword Sheath,
13018,CloneX #13018,https://clonex-assets.rtfkt.com/images/13018.png,https://clonex-assets.rtfkt.com/13018,Human,GRN Cyber Cat,WHT GRNG Dress,,,,,PNK,,BILLIONAIRE,,,
13015,CloneX #13015,https://clonex-assets.rtfkt.com/images/13015.png,https://clonex-assets.rtfkt.com/13015,Human,GRN Stylish,WHT Utility Vest,S-PDLCK,,,,BLCK Surprised,,,GLD Round,,
13014,CloneX #13014,https://clonex-assets.rtfkt.com/images/13014.png,https://clonex-assets.rtfkt.com/13014,Human,PNK Shape Up,BLCK BNDN Shirt,,,MURAKAMI DRIP,MURAKAMI DRIP,WIDE-OPEN,,,,PNK UNDRWRLD WINGZ,
13016,CloneX #13016,https://clonex-assets.rtfkt.com/images/13016.png,https://clonex-assets.rtfkt.com/13016,Demon,LoneSome Cowboy,JS HOODIE,,,MURAKAMI DRIP,MURAKAMI DRIP,AWAKEN,,,,,
13013,CloneX #13013,https://clonex-assets.rtfkt.com/images/13013.png,https://clonex-assets.rtfkt.com/13013,Demon,PURP BRDZ,BLU BLW UP JCKT,G-PDLCK,SMILE,ICE,ICE,,,,,,
13012,CloneX #13012,https://clonex-assets.rtfkt.com/images/13012.png,https://clonex-assets.rtfkt.com/13012,Human,WHT BWLCUT,BRWN Fur Coat,,,,,PNK,,BTC,,,
13008,CloneX #13008,https://clonex-assets.rtfkt.com/images/13008.png,https://clonex-assets.rtfkt.com/13008,Human,BLND Fro,GM MONO HOODIE,,,,,PURP,SMLY TAT,Assault Glasses,,,
13010,CloneX #13010,https://clonex-assets.rtfkt.com/images/13010.png,https://clonex-assets.rtfkt.com/13010,Human,BLU Curtains,JS Tee,RBY Two Piece,,,,BLU-PURP,,,,,
13009,CloneX #13009,https://clonex-assets.rtfkt.com/images/13009.png,https://clonex-assets.rtfkt.com/13009,Demon,,PNK METAJACKET,,Angry,,,,,BLU LAZER,,,
13007,CloneX #13007,https://clonex-assets.rtfkt.com/images/13007.png,https://clonex-assets.rtfkt.com/13007,Robot,BRWN Unkept,PNK POLO,,,,,,,,,,
13011,CloneX #13011,https://clonex-assets.rtfkt.com/images/13011.png,https://clonex-assets.rtfkt.com/13011,Human,YU-BRED,BRWN TCTL Vest,,,MURAKAMI DRIP,MURAKAMI DRIP,AWAKEN,,,,,
13006,CloneX #13006,https://clonex-assets.rtfkt.com/images/13006.png,https://clonex-assets.rtfkt.com/13006,Human,RD Spike,CLNX HOODIE,,,,,PNK,EKO TAT,,,,
13005,CloneX #13005,https://clonex-assets.rtfkt.com/images/13005.png,https://clonex-assets.rtfkt.com/13005,Robot,BLU Hacker,NEON HOODIE,,SMILEY RNBW,MURAKAMI DRIP,MURAKAMI DRIP,,,Cyborg V1,,,
13003,CloneX #13003,https://clonex-assets.rtfkt.com/images/13003.png,https://clonex-assets.rtfkt.com/13003,Robot,PNK Curtains,STRIPE Tee,,Angry,,,,,Drip Scouter,,,
13004,CloneX #13004,https://clonex-assets.rtfkt.com/images/13004.png,https://clonex-assets.rtfkt.com/13004,Robot,Sound Wave,BLCK VARSITY JCKT,,,MK-BLCK,MK-BLCK,,,,,,
13002,CloneX #13002,https://clonex-assets.rtfkt.com/images/13002.png,https://clonex-assets.rtfkt.com/13002,Human,BRWN 1 Horn,BLCK Jellyfish Tee,CYN Two Piece,Lollipop,MURAKAMI DRIP,MURAKAMI DRIP,AWAKEN,,SPiKED BILLIONAIRE,PTRA Earring,,
12999,CloneX #12999,https://clonex-assets.rtfkt.com/images/12999.png,https://clonex-assets.rtfkt.com/12999,Human,BLCK Bandana TECH Cap,RD BBL Vest,GLD G-Link,RNBW GRILLZ,,,BRWN,SWRD TAT,,,,
13000,CloneX #13000,https://clonex-assets.rtfkt.com/images/13000.png,https://clonex-assets.rtfkt.com/13000,Angel,BLU Curtains,BLCK GM Tee,PNK ZK-BEADZ,,,,,,Assault Glasses,,,
13001,CloneX #13001,https://clonex-assets.rtfkt.com/images/13001.png,https://clonex-assets.rtfkt.com/13001,Robot,GRN Shape Up,CAMO PFA JCKT,,,MK1,MK1,,,,,,
12997,CloneX #12997,https://clonex-assets.rtfkt.com/images/12997.png,https://clonex-assets.rtfkt.com/12997,Human,YU-RD,CAMO PFA JCKT,,,,,BLCK Surprised,,,,Sword Sheath,
12998,CloneX #12998,https://clonex-assets.rtfkt.com/images/12998.png,https://clonex-assets.rtfkt.com/12998,Human,BLU Stylish,V6 WHT SKL GRL,,,,,BLU,,,SLVR Round,Sword,
12996,CloneX #12996,https://clonex-assets.rtfkt.com/images/12996.png,https://clonex-assets.rtfkt.com/12996,Human,BRWN Unkept,BLU Tech JCKT,,Ramen,,,RD CRYSTL,,,,,
12993,CloneX #12993,https://clonex-assets.rtfkt.com/images/12993.png,https://clonex-assets.rtfkt.com/12993,Robot,PNK BWLCUT,THRML PFA JCKT,,,,,,,,,,
12995,CloneX #12995,https://clonex-assets.rtfkt.com/images/12995.png,https://clonex-assets.rtfkt.com/12995,Robot,BLCK Soundwave,RD BBL Vest,,,,,,,,,,
12994,CloneX #12994,https://clonex-assets.rtfkt.com/images/12994.png,https://clonex-assets.rtfkt.com/12994,Demon,YU-RD,BLCK BNDN Shirt,,,,,,,BTC,,,
12992,CloneX #12992,https://clonex-assets.rtfkt.com/images/12992.png,https://clonex-assets.rtfkt.com/12992,Human,BLCK Spiked,BLCK BKR JCKT,DRIP CHRM,Lollipop,,,CLSD GRN,CLNX TAT,,,,
12991,CloneX #12991,https://clonex-assets.rtfkt.com/images/12991.png,https://clonex-assets.rtfkt.com/12991,Demon,GRY KO2 Tiara,LLC HiTECH Dress,,Pilot Mask,MURAKAMI DRIP,MURAKAMI DRIP,BLU,,Cyber Bindi,,,
12989,CloneX #12989,https://clonex-assets.rtfkt.com/images/12989.png,https://clonex-assets.rtfkt.com/12989,Robot,BLCK Beanie,RTFKT x TM RNBW FLOWER PFA,,,MURAKAMI DRIP,MURAKAMI DRIP,,,Kawaii Patch,,,
12990,CloneX #12990,https://clonex-assets.rtfkt.com/images/12990.png,https://clonex-assets.rtfkt.com/12990,Angel,YU-BLU,JS HOODIE,GLD Iced Cuban,,,,,,,,,
12988,CloneX #12988,https://clonex-assets.rtfkt.com/images/12988.png,https://clonex-assets.rtfkt.com/12988,Human,BRWN Ponytail,PNK Utility Vest,SLVR Two Piece,,,,GRN,,,,,
12987,CloneX #12987,https://clonex-assets.rtfkt.com/images/12987.png,https://clonex-assets.rtfkt.com/12987,Robot,PURP BRDZ,GRNDT Fur Coat,,,,,,,BTC,,,
12984,CloneX #12984,https://clonex-assets.rtfkt.com/images/12984.png,https://clonex-assets.rtfkt.com/12984,Human,BLU Stylish,BLCK Utility Vest,,,,,BRWN,,,,,
12985,CloneX #12985,https://clonex-assets.rtfkt.com/images/12985.png,https://clonex-assets.rtfkt.com/12985,Robot,BRAINZ,SD Tee,CHRM,,,,,,,,,
12986,CloneX #12986,https://clonex-assets.rtfkt.com/images/12986.png,https://clonex-assets.rtfkt.com/12986,Human,PURP Shape Up,BRWN Fur Coat,,,,,PNK,333 TAT,,SLVR Round,,
12983,CloneX #12983,https://clonex-assets.rtfkt.com/images/12983.png,https://clonex-assets.rtfkt.com/12983,Demon,RD Pilot,MONO Fur Coat,,,,,,,,,,
12981,CloneX #12981,https://clonex-assets.rtfkt.com/images/12981.png,https://clonex-assets.rtfkt.com/12981,Demon,BLCK Party Hat,BLCK BNDN Shirt,,SMILE,,,,,,,,
12982,CloneX #12982,https://clonex-assets.rtfkt.com/images/12982.png,https://clonex-assets.rtfkt.com/12982,Demon,RD Braid,CLNX Tee,PURP ZK-BEADZ,,,,,,Kawaii Patch,,,
12979,CloneX #12979,https://clonex-assets.rtfkt.com/images/12979.png,https://clonex-assets.rtfkt.com/12979,Robot,WHT Stylish,PNK Utility Vest,GLD G-Link,,MK1,MK1,,,,,,
12980,CloneX #12980,https://clonex-assets.rtfkt.com/images/12980.png,https://clonex-assets.rtfkt.com/12980,Human,BLU DRDZ,STRIPED POLO,,Lollipop,STONED,STONED,BRWN,,,,,
12978,CloneX #12978,https://clonex-assets.rtfkt.com/images/12978.png,https://clonex-assets.rtfkt.com/12978,Reptile,RD Pigtails,STRIPE Tee,,,,,,,,,,
12977,CloneX #12977,https://clonex-assets.rtfkt.com/images/12977.png,https://clonex-assets.rtfkt.com/12977,Human,DRIP,CLNX Tee,,,,,GRN,,,,,
12973,CloneX #12973,https://clonex-assets.rtfkt.com/images/12973.png,https://clonex-assets.rtfkt.com/12973,Human,WHT Stylish,BLU HAWAIIAN Shirt,,,,,BLU-PURP,,,GLD Round,,
12972,CloneX #12972,https://clonex-assets.rtfkt.com/images/12972.png,https://clonex-assets.rtfkt.com/12972,Human,GRN Stylish,BRWN Fur Coat,,,,,BLU-PURP,,,,,
12968,CloneX #12968,https://clonex-assets.rtfkt.com/images/12968.png,https://clonex-assets.rtfkt.com/12968,Human,BLU Curtains,BRWN TCTL Vest,SLVR Two Piece,,,,PNK-BLU,WEBZ TAT,BILLIONAIRE,,,
12976,CloneX #12976,https://clonex-assets.rtfkt.com/images/12976.png,https://clonex-assets.rtfkt.com/12976,Robot,BLU Hacker,BLU BNDN Shirt,GPURP Two Piece,ICED GRILLZ,MK-BLCK,MK-BLCK,,,,,,
12969,CloneX #12969,https://clonex-assets.rtfkt.com/images/12969.png,https://clonex-assets.rtfkt.com/12969,Robot,BLU KO2 Tiara,BLCK Jellyfish Tee,IRI Blade CHKR,,MURAKAMI DRIP,MURAKAMI DRIP,SPINNING,,,,GRN UNDRWRLD WINGZ,
12970,CloneX #12970,https://clonex-assets.rtfkt.com/images/12970.png,https://clonex-assets.rtfkt.com/12970,Human,BLU Curtains,RCS Tee,,Jagged RNBW,MURAKAMI DRIP,MURAKAMI DRIP,YLLW Breezy,Slash Scar,,,,
12975,CloneX #12975,https://clonex-assets.rtfkt.com/images/12975.png,https://clonex-assets.rtfkt.com/12975,Human,WHT Stylish,PNK BBL Vest,,,,,CLSD BLU,,,,,
12974,CloneX #12974,https://clonex-assets.rtfkt.com/images/12974.png,https://clonex-assets.rtfkt.com/12974,Human,BLCK Shape Up,BLCK GM Tee,,,,,BLCK Surprised,,,,,
12971,CloneX #12971,https://clonex-assets.rtfkt.com/images/12971.png,https://clonex-assets.rtfkt.com/12971,Angel,PNK Beret Braids,CAMO PFA JCKT,,,,,,,Drip Scouter,,,
12967,CloneX #12967,https://clonex-assets.rtfkt.com/images/12967.png,https://clonex-assets.rtfkt.com/12967,Human,BLU Sound Wave,MONO Tee,BLCK-GLD ZK-BEADZ,,,,YLLW,,,,,
12966,CloneX #12966,https://clonex-assets.rtfkt.com/images/12966.png,https://clonex-assets.rtfkt.com/12966,Robot,BRED Buns,CLNX FRSH Shirt,,GLD GRILLZ,MK1,MK1,,,,,,
12965,CloneX #12965,https://clonex-assets.rtfkt.com/images/12965.png,https://clonex-assets.rtfkt.com/12965,Angel,PNK Curtains,BLU ORNG BNDN Shirt,SLVR G-Link,GLD GRILLS,,,,,Glass X,,,
12964,CloneX #12964,https://clonex-assets.rtfkt.com/images/12964.png,https://clonex-assets.rtfkt.com/12964,Human,BLCK Wrap,PNK POLO,BLCK-GLD ZK-BEADZ,WHT Long Beard,,,BRWN,,,,,
12962,CloneX #12962,https://clonex-assets.rtfkt.com/images/12962.png,https://clonex-assets.rtfkt.com/12962,Human,BLU Braid,CLNX FRSH Shirt,Bladez CHKR,,,,PNK-BLU,,Snow Storm,,,
12963,CloneX #12963,https://clonex-assets.rtfkt.com/images/12963.png,https://clonex-assets.rtfkt.com/12963,Robot,PNK Beret Braids,GRDNT PFA JCKT,,Ghost,,,,,BILLIONAIRE,SLVR Round,,
12961,CloneX #12961,https://clonex-assets.rtfkt.com/images/12961.png,https://clonex-assets.rtfkt.com/12961,Human,PNK Shape Up,RD VARSITY JCKT,SLVR Two Piece,,,,YLLW,,OTT Future Vision,,,
12956,CloneX #12956,https://clonex-assets.rtfkt.com/images/12956.png,https://clonex-assets.rtfkt.com/12956,Human,PNK Shape Up,WHT KBA JCKT,,Cigar,,,PNK,,,,,
12959,CloneX #12959,https://clonex-assets.rtfkt.com/images/12959.png,https://clonex-assets.rtfkt.com/12959,Robot,BLCK Beanie,BLU BNDN Shirt,GLD Two Piece,,,,,,BLU LAZER,,,
12960,CloneX #12960,https://clonex-assets.rtfkt.com/images/12960.png,https://clonex-assets.rtfkt.com/12960,Human,GOAT HRNS,RD VARSITY JCKT,,Gas Mask,GLD STONED,GLD STONED,YLLW,,,,,
12958,CloneX #12958,https://clonex-assets.rtfkt.com/images/12958.png,https://clonex-assets.rtfkt.com/12958,Human,BRWN 1 Horn,SPACE TRIP Tee,GLD CBLE,,,,BRWN,,,,,
12957,CloneX #12957,https://clonex-assets.rtfkt.com/images/12957.png,https://clonex-assets.rtfkt.com/12957,Human,RD Hairclip,PNK HiTECH Gown,Bladez CHKR,,,,BLCK Surprised,,,,,
12954,CloneX #12954,https://clonex-assets.rtfkt.com/images/12954.png,https://clonex-assets.rtfkt.com/12954,Demon,YU-BLCK,PURP HiTECH Dress,,,ICE,ICE,,,,,,
12955,CloneX #12955,https://clonex-assets.rtfkt.com/images/12955.png,https://clonex-assets.rtfkt.com/12955,Robot,WHT Ponytail,GM HOODIE,ICED G-Link,Angry,MK-BLCK,MK-BLCK,,,,,,
12951,CloneX #12951,https://clonex-assets.rtfkt.com/images/12951.png,https://clonex-assets.rtfkt.com/12951,Angel,RD Pilot,GRN HAWAIIAN Shirt,,,,,,,,,,
12953,CloneX #12953,https://clonex-assets.rtfkt.com/images/12953.png,https://clonex-assets.rtfkt.com/12953,Human,BLCK Hairclip,FRSH Shirt,,,,,YLLW,,VSN Glasses,GLD STUD,,
12952,CloneX #12952,https://clonex-assets.rtfkt.com/images/12952.png,https://clonex-assets.rtfkt.com/12952,Human,BLND Curtains,BLU PURP BNDN Shirt,,Ghost,,,PURP,,Aviator,,,
12949,CloneX #12949,https://clonex-assets.rtfkt.com/images/12949.png,https://clonex-assets.rtfkt.com/12949,Human,BRWN Unkept,SD Tee,,,,,BLCK Surprised,,,Cross Earring,,
12950,CloneX #12950,https://clonex-assets.rtfkt.com/images/12950.png,https://clonex-assets.rtfkt.com/12950,Human,BLND Fro,V2 BLCK SKL GRL,PURP G-Link,,,,BLU,,,,,
12948,CloneX #12948,https://clonex-assets.rtfkt.com/images/12948.png,https://clonex-assets.rtfkt.com/12948,Human,RD Pilot,PNK BBL Vest,,,,,PURP,,Kawaii Patch,,,
12947,CloneX #12947,https://clonex-assets.rtfkt.com/images/12947.png,https://clonex-assets.rtfkt.com/12947,Angel,BLCK Soundwave,BLCK VARSITY JCKT,SLVR G-Link,Knife,,,,,,,,
12946,CloneX #12946,https://clonex-assets.rtfkt.com/images/12946.png,https://clonex-assets.rtfkt.com/12946,Angel,BLU Sound Wave,GRN Tech JCKT,,,,,,,,,,
12944,CloneX #12944,https://clonex-assets.rtfkt.com/images/12944.png,https://clonex-assets.rtfkt.com/12944,Human,BRWN Stylish,WAGMI Tee,CYN Two Piece,,,,CLSD PURP,,,,,
12945,CloneX #12945,https://clonex-assets.rtfkt.com/images/12945.png,https://clonex-assets.rtfkt.com/12945,Human,LLC Tiara,JS HOODIE,,,,,PNK-BLU,,,,,
12943,CloneX #12943,https://clonex-assets.rtfkt.com/images/12943.png,https://clonex-assets.rtfkt.com/12943,Robot,WHT Hairclip,CAMO BBL Vest,,SFTY Mask,,,,,,,,
12934,CloneX #12934,https://clonex-assets.rtfkt.com/images/12934.png,https://clonex-assets.rtfkt.com/12934,Human,PNK BWLCUT,PNK Utility Vest,,Mustache,,,BLU,META TAT,Drip Scouter,,,
12942,CloneX #12942,https://clonex-assets.rtfkt.com/images/12942.png,https://clonex-assets.rtfkt.com/12942,Robot,LLC Ponytail,WHT Jellyfish Tee,,SMILEY RNBW,MK1,MK1,,,,,,
12940,CloneX #12940,https://clonex-assets.rtfkt.com/images/12940.png,https://clonex-assets.rtfkt.com/12940,Robot,BLCK-GLD Turban,GRDNT PFA JCKT,,GLD GRILLZ,,,,,,,,
12939,CloneX #12939,https://clonex-assets.rtfkt.com/images/12939.png,https://clonex-assets.rtfkt.com/12939,Human,LLC Tiara,V3 WHT SKL GRL,Hi-TECH CBLE,,,,BLU CRYSTL,,,,,
12935,CloneX #12935,https://clonex-assets.rtfkt.com/images/12935.png,https://clonex-assets.rtfkt.com/12935,Robot,PNK Shape Up,BLCK PIN BKR JCKT,,SMILE,,,,,,,,
12936,CloneX #12936,https://clonex-assets.rtfkt.com/images/12936.png,https://clonex-assets.rtfkt.com/12936,Robot,PNK OCTOPUS,WHT Jellyfish Tee,,,MURAKAMI DRIP,MURAKAMI DRIP,WIDE-OPEN,,,,,
12938,CloneX #12938,https://clonex-assets.rtfkt.com/images/12938.png,https://clonex-assets.rtfkt.com/12938,Human,BLCK Stylish,GM MONO HOODIE,RBY Two Piece,Bubblegum,MURAKAMI DRIP,MURAKAMI DRIP,GRN Breezy,WEBZ TAT,,,BLCK UNDRWRLD WINGZ,
12941,CloneX #12941,https://clonex-assets.rtfkt.com/images/12941.png,https://clonex-assets.rtfkt.com/12941,Human,BLCK Cap,JS HOODIE,BLCK-GLD ZK-BEADZ,,,,PNK-BLU,WARNING TAT,Assault Glasses,GLD Round,,
12937,CloneX #12937,https://clonex-assets.rtfkt.com/images/12937.png,https://clonex-assets.rtfkt.com/12937,Demon,BLND BWLCUT,RD BBL Vest,,MAD,,,,,Cyber Eyes,,Energy Wings,
12933,CloneX #12933,https://clonex-assets.rtfkt.com/images/12933.png,https://clonex-assets.rtfkt.com/12933,Angel,GRN Stylish,GRN TCTL Vest,,,,,,,,,,
12932,CloneX #12932,https://clonex-assets.rtfkt.com/images/12932.png,https://clonex-assets.rtfkt.com/12932,Human,RD DRDZ,CAMO PFA JCKT,,RNBW GRILLZ,,,BLU CRYSTL,369 TAT,,,,
12931,CloneX #12931,https://clonex-assets.rtfkt.com/images/12931.png,https://clonex-assets.rtfkt.com/12931,Human,BLCK Shape Up,LIME GANG,SLVR Two Piece,GLD GRILLZ,,,PNK,SAD TAT,,,,
12930,CloneX #12930,https://clonex-assets.rtfkt.com/images/12930.png,https://clonex-assets.rtfkt.com/12930,Robot,Cowgirl,Space PFA JCKT,,,,,,,3D,,,
12928,CloneX #12928,https://clonex-assets.rtfkt.com/images/12928.png,https://clonex-assets.rtfkt.com/12928,Robot,WHT Stylish,RFX Tee,,,MK1,MK1,,,,,,
12926,CloneX #12926,https://clonex-assets.rtfkt.com/images/12926.png,https://clonex-assets.rtfkt.com/12926,Demon,BRWN Shaggy,CLNX Tee,,Goatee,,,,,3RD Eye,,,
12929,CloneX #12929,https://clonex-assets.rtfkt.com/images/12929.png,https://clonex-assets.rtfkt.com/12929,Human,PURP Hacker,HVY MTL HOODIE,SLVR CBLE,,,,BLU,,,,,
12925,CloneX #12925,https://clonex-assets.rtfkt.com/images/12925.png,https://clonex-assets.rtfkt.com/12925,Robot,WHT Quiff,RTFKT CHROME Tee,GLD CBLE,RNBW GRILLS,MK1,MK1,,,,,,
12927,CloneX #12927,https://clonex-assets.rtfkt.com/images/12927.png,https://clonex-assets.rtfkt.com/12927,Demon,PURP Curtains,BLCK GM Tee,BLCK-GLD ZK-BEADZ,,DRK,DRK,,,,GLD Round,,
12924,CloneX #12924,https://clonex-assets.rtfkt.com/images/12924.png,https://clonex-assets.rtfkt.com/12924,Angel,BRED Visor,GM HOODIE,,,,,,,,,,
12922,CloneX #12922,https://clonex-assets.rtfkt.com/images/12922.png,https://clonex-assets.rtfkt.com/12922,Human,WHT Quiff,MONO Tee,CHRM,,,,BLCK Surprised,,,Cross Earring,,
12923,CloneX #12923,https://clonex-assets.rtfkt.com/images/12923.png,https://clonex-assets.rtfkt.com/12923,Demon,GRN Stylish,HVY MTL HOODIE,,Alien,DRK,DRK,,,,Cross Earring,,
12921,CloneX #12921,https://clonex-assets.rtfkt.com/images/12921.png,https://clonex-assets.rtfkt.com/12921,Robot,DOB Hat,YLLW BLW UP JCKT,SPIKED CHKR,ICED GRILLZ,MURAKAMI DRIP,MURAKAMI DRIP,,,,,,
12920,CloneX #12920,https://clonex-assets.rtfkt.com/images/12920.png,https://clonex-assets.rtfkt.com/12920,Human,PNK Shape Up,CLNX Tee,,Lollipop,,,PNK-BLU,BCODE TAT,,GLD STUD,,
12919,CloneX #12919,,https://clonex-assets.rtfkt.com/12919,,,,,,,,,,,,,
12918,CloneX #12918,,https://clonex-assets.rtfkt.com/12918,,,,,,,,,,,,,
12917,CloneX #12917,,https://clonex-assets.rtfkt.com/12917,,,,,,,,,,,,,
12916,CloneX #12916,https://clonex-assets.rtfkt.com/images/12916.png,https://clonex-assets.rtfkt.com/12916,Human,BLCK Curtains,CLNX Tee,RNBW CBLE,,,,BLCK Surprised,,,,,
12913,CloneX #12913,https://clonex-assets.rtfkt.com/images/12913.png,https://clonex-assets.rtfkt.com/12913,Human,PURP Shape Up,BLCK GM Tee,RNBW CBLE,Bubblegum,,,YLLW,Sword VSN  TAT,,,,
12914,CloneX #12914,https://clonex-assets.rtfkt.com/images/12914.png,https://clonex-assets.rtfkt.com/12914,Human,BRWN 2 Horns,RFX Tee,PURP Two Piece,,,,PURP,,Cyber Bindi,,,
12915,CloneX #12915,https://clonex-assets.rtfkt.com/images/12915.png,https://clonex-assets.rtfkt.com/12915,Robot,BLND Stylish,BLCK Tee,,,,,,,,PTRA Earring,,
12911,CloneX #12911,https://clonex-assets.rtfkt.com/images/12911.png,https://clonex-assets.rtfkt.com/12911,Human,BLU Stylish,CAMO BBL Vest,DRIP CHRM,,,,BLCK Surprised,,,,,
12912,CloneX #12912,https://clonex-assets.rtfkt.com/images/12912.png,https://clonex-assets.rtfkt.com/12912,Robot,BLCK Curtains,V1 WHT SKL GRL,,Lollipop,,,,,Eye Patch,,,
12910,CloneX #12910,https://clonex-assets.rtfkt.com/images/12910.png,https://clonex-assets.rtfkt.com/12910,Human,GRN BWLCUT,BLCK Tech JCKT,,ICED GRILLZ,,,,,Cyber Eyes,,Diety Arms,
12908,CloneX #12908,https://clonex-assets.rtfkt.com/images/12908.png,https://clonex-assets.rtfkt.com/12908,Angel,GRN Shape Up,GM HOODIE,RNBW CBLE,,MURAKAMI DRIP,MURAKAMI DRIP,SPINNING,,,,,
12909,CloneX #12909,https://clonex-assets.rtfkt.com/images/12909.png,https://clonex-assets.rtfkt.com/12909,Human,BLCK Ponytail,V2 WHT SKL GRL,,,,,PNK-BLU,,,,,
12907,CloneX #12907,https://clonex-assets.rtfkt.com/images/12907.png,https://clonex-assets.rtfkt.com/12907,Human,WHT Otaku,Job Tee,GLD Two Piece,,,,BLU-PURP,SAD TAT,,,,
12905,CloneX #12905,https://clonex-assets.rtfkt.com/images/12905.png,https://clonex-assets.rtfkt.com/12905,Demon,Propeller Helmet,PURP CAMO PFA JCKT,,Toothpick,,,,,Cyber Eye Patch,,,
12906,CloneX #12906,https://clonex-assets.rtfkt.com/images/12906.png,https://clonex-assets.rtfkt.com/12906,Robot,RD Hairclip,BLU PURP BNDN Shirt,SG-PDLCK,,,,,,,,,
12904,CloneX #12904,https://clonex-assets.rtfkt.com/images/12904.png,https://clonex-assets.rtfkt.com/12904,Robot,RD Stylish,Blade Melt Tee,BLCK-GLD ZK-BEADZ,,MK1,MK1,,,,,,
12903,CloneX #12903,https://clonex-assets.rtfkt.com/images/12903.png,https://clonex-assets.rtfkt.com/12903,Angel,PNK MoHWK,WHT Jellyfish Tee,,,Divine,Divine,AWAKEN,,Eye Patch,GLD STUD,,
12902,CloneX #12902,https://clonex-assets.rtfkt.com/images/12902.png,https://clonex-assets.rtfkt.com/12902,Robot,GRN DRDZ,BLCK TCTL Vest,,,,,,,,,,
12901,CloneX #12901,https://clonex-assets.rtfkt.com/images/12901.png,https://clonex-assets.rtfkt.com/12901,Robot,TECH Cap,MONO Tee,,,MK1,MK1,,,,,,
12899,CloneX #12899,https://clonex-assets.rtfkt.com/images/12899.png,https://clonex-assets.rtfkt.com/12899,Human,BRWN Ponytail,RD BBL Vest,,,,,GRN,HRUS TAT,,GLD Round,,
12900,CloneX #12900,https://clonex-assets.rtfkt.com/images/12900.png,https://clonex-assets.rtfkt.com/12900,Robot,LoneSome Cowboy,PNK BBL Vest,,,MK2,MK2,AWAKEN,,Cyborg V1,,,
12898,CloneX #12898,https://clonex-assets.rtfkt.com/images/12898.png,https://clonex-assets.rtfkt.com/12898,Human,PURP Shape Up,JS Tee,,,,,BLU-PURP,,,GLD Round,,
12896,CloneX #12896,https://clonex-assets.rtfkt.com/images/12896.png,https://clonex-assets.rtfkt.com/12896,Human,RTFKT TECH Cap,BRWN TCTL Vest,,PSYCHIC LAZER,MURAKAMI DRIP,MURAKAMI DRIP,AWAKEN,,BILLIONAIRE,,,
12897,CloneX #12897,https://clonex-assets.rtfkt.com/images/12897.png,https://clonex-assets.rtfkt.com/12897,Robot,WHT Curtains,THRML PFA JCKT,G-PDLCK,,MK1,MK1,,,VSN Glasses,,,
12891,CloneX #12891,https://clonex-assets.rtfkt.com/images/12891.png,https://clonex-assets.rtfkt.com/12891,Human,BLND Quiff,RTFKT CHROME Tee,CHRM,WZRD,,,BLU,SWRD TAT,,,,
12894,CloneX #12894,https://clonex-assets.rtfkt.com/images/12894.png,https://clonex-assets.rtfkt.com/12894,Human,BRWN Shaggy,RCS Tee,CYN CBLE,,,,YLLW,BCODE TAT,,,,
12895,CloneX #12895,https://clonex-assets.rtfkt.com/images/12895.png,https://clonex-assets.rtfkt.com/12895,Robot,BLCK-GRN Tiara,CLNX HOODIE,BLCK-RD ZK-BEADZ,,,,,,,,,
12893,CloneX #12893,https://clonex-assets.rtfkt.com/images/12893.png,https://clonex-assets.rtfkt.com/12893,Human,PURP BRDZ,MONO Tee,,,,,CLSD PURP,11-11 TAT,,,,
12892,CloneX #12892,https://clonex-assets.rtfkt.com/images/12892.png,https://clonex-assets.rtfkt.com/12892,Human,RD DRDZ,WHT BKR JCKT,RNBW CBLE,,STONED,STONED,BRWN,,,,,
12890,CloneX #12890,https://clonex-assets.rtfkt.com/images/12890.png,https://clonex-assets.rtfkt.com/12890,Human,Dip-Dye Part Hat,BRWN Fur Coat,,,,,BRWN,,Cyber Bindi,,,
12889,CloneX #12889,https://clonex-assets.rtfkt.com/images/12889.png,https://clonex-assets.rtfkt.com/12889,Robot,ORNG Bandana TECH Cap,RD BBL Vest,PURP Two Piece,Bubble,,,,,,,,
